VK,Hold,Flight,char,jitter,source,sentence_id,label
32,201,589, ,307.0,pcg64,1592.0,1
73,71,813,I,521.0,human,,0
73,379,607,I,247.0,pcg64,13698.0,1
65,249,634,A,258.0,xoroshiro128,8459.0,1
69,381,343,E,312.0,pcg64,13034.0,1
79,199,37,O,391.0,pcg64,18380.0,1
79,220,226,O,472.0,xoroshiro128,5909.0,1
80,395,378,P,249.0,philox,8950.0,1
79,83,178,O,482.0,philox,5212.0,1
78,45,234,N,363.0,xoroshiro128,12280.0,1
32,134,468, ,25.0,mersenne,108.0,1
79,63,684,O,443.0,pcg64,4357.0,1
78,67,308,N,275.0,xoroshiro128,574.0,1
73,227,227,I,172.0,xoroshiro128,10096.0,1
69,93,100,E,86.0,human,,0
79,70,424,O,43.0,philox,12544.0,1
79,103,572,O,44.0,pcg64,1202.0,1
83,106,87,S,217.0,human,,0
69,296,111,E,76.0,philox,2747.0,1
69,212,403,E,28.0,philox,15547.0,1
79,239,182,O,495.0,pcg64,7490.0,1
79,265,448,O,283.0,xoroshiro128,12755.0,1
65,356,580,A,90.0,philox,16696.0,1
73,382,342,I,124.0,pcg64,9955.0,1
67,190,96,C,163.0,pcg64,15642.0,1
65,35,341,A,118.0,pcg64,7173.0,1
76,62,899,L,220.0,mersenne,17189.0,1
73,85,214,I,940.0,mersenne,7872.0,1
66,168,556,B,457.0,xoroshiro128,29.0,1
67,206,360,C,307.0,pcg64,5783.0,1
90,223,161,Z,339.0,philox,6738.0,1
69,292,44,E,648.0,pcg64,1537.0,1
48,344,632,0,356.0,xoroshiro128,9106.0,1
76,63,156,L,202.0,human,,0
73,94,64,I,520.0,xoroshiro128,2443.0,1
65,31,607,A,106.0,pcg64,5147.0,1
8,110,1060,[BACKSPACE],919.0,human,,0
83,99,304,S,317.0,xoroshiro128,15678.0,1
32,120,56, ,144.0,human,,0
88,136,-1,X,337.0,human,,0
87,132,82,W,3.0,human,,0
32,377,681, ,460.0,xoroshiro128,17911.0,1
80,189,116,P,45.0,xoroshiro128,2234.0,1
87,134,353,W,81.0,philox,409.0,1
32,257,480, ,456.0,mersenne,12152.0,1
65,80,160,A,48.0,human,,0
32,10,564, ,72.0,xoroshiro128,6609.0,1
67,272,601,C,242.0,philox,13036.0,1
81,212,196,Q,33.0,philox,10475.0,1
32,334,451, ,230.0,xoroshiro128,13475.0,1
77,19,256,M,48.0,xoroshiro128,3691.0,1
73,349,552,I,399.0,xoroshiro128,3216.0,1
84,334,426,T,209.0,pcg64,6950.0,1
78,255,407,N,126.0,philox,5708.0,1
82,265,389,R,12.0,pcg64,7371.0,1
32,145,114, ,168.0,pcg64,17569.0,1
69,270,508,E,68.0,pcg64,4976.0,1
65,238,415,A,145.0,philox,6053.0,1
76,296,427,L,105.0,philox,16471.0,1
78,194,238,N,433.0,pcg64,5190.0,1
32,99,146, ,183.0,human,,0
71,213,337,G,286.0,xoroshiro128,10077.0,1
70,112,85,F,49.0,philox,2502.0,1
65,117,696,A,194.0,xoroshiro128,3650.0,1
78,191,600,N,116.0,pcg64,16854.0,1
78,292,221,N,122.0,pcg64,1187.0,1
82,221,197,R,438.0,philox,5255.0,1
73,418,1153,I,248.0,mersenne,6075.0,1
73,400,271,I,725.0,mersenne,18607.0,1
79,254,263,O,15.0,xoroshiro128,17489.0,1
8,0,30,[BACKSPACE],1.0,human,,0
84,115,527,T,35.0,philox,15452.0,1
77,84,52,M,535.0,philox,1792.0,1
69,65,616,E,429.0,mersenne,15142.0,1
32,183,839, ,57.0,mersenne,1701.0,1
84,157,573,T,87.0,pcg64,17303.0,1
84,330,548,T,113.0,xoroshiro128,18376.0,1
79,88,176,O,0.0,human,,0
79,115,102,O,184.0,mersenne,17076.0,1
67,261,76,C,131.0,pcg64,5011.0,1
65,219,170,A,819.0,mersenne,7114.0,1
69,29,598,E,307.0,xoroshiro128,18792.0,1
79,37,305,O,23.0,pcg64,15030.0,1
69,365,540,E,7.0,xoroshiro128,11470.0,1
68,130,245,D,29.0,human,,0
68,214,378,D,173.0,pcg64,13351.0,1
78,33,639,N,473.0,pcg64,3980.0,1
69,397,77,E,204.0,xoroshiro128,1692.0,1
83,369,347,S,226.0,xoroshiro128,14310.0,1
83,120,16,S,144.0,human,,0
84,59,402,T,128.0,pcg64,17296.0,1
32,16,649, ,577.0,philox,13755.0,1
82,79,64,R,40.0,human,,0
32,227,317, ,58.0,pcg64,1362.0,1
83,72,163,S,70.0,human,,0
73,330,168,I,57.0,pcg64,7596.0,1
79,275,450,O,220.0,xoroshiro128,13162.0,1
65,50,901,A,844.0,mersenne,1483.0,1
73,287,386,I,27.0,xoroshiro128,3252.0,1
69,112,536,E,301.0,pcg64,2408.0,1
85,26,315,U,9.0,xoroshiro128,17274.0,1
73,69,474,I,403.0,pcg64,2276.0,1
78,153,197,N,369.0,philox,718.0,1
82,44,36,R,502.0,philox,6135.0,1
76,382,70,L,288.0,philox,3038.0,1
79,95,355,O,119.0,human,,0
76,78,507,L,333.0,xoroshiro128,2628.0,1
82,133,486,R,105.0,philox,6335.0,1
73,151,200,I,379.0,xoroshiro128,3080.0,1
186,151,178,[UNK],90.0,human,,0
69,404,381,E,504.0,mersenne,10507.0,1
83,60,395,S,265.0,xoroshiro128,1681.0,1
67,84,667,C,158.0,xoroshiro128,11088.0,1
79,153,78,O,96.0,philox,9524.0,1
83,75,571,S,233.0,xoroshiro128,1302.0,1
83,389,290,S,97.0,xoroshiro128,1305.0,1
82,56,136,R,24.0,human,,0
32,91,425, ,750.0,mersenne,8179.0,1
85,328,502,U,377.0,xoroshiro128,10770.0,1
65,72,224,A,128.0,human,,0
190,80,584,[UNK],304.0,human,,0
82,389,569,R,453.0,xoroshiro128,1309.0,1
73,359,547,I,252.0,xoroshiro128,10292.0,1
69,247,19,E,621.0,xoroshiro128,4018.0,1
69,222,461,E,429.0,xoroshiro128,15680.0,1
65,58,72,A,379.0,xoroshiro128,18303.0,1
79,64,432,O,160.0,human,,0
84,77,404,T,274.0,philox,17344.0,1
85,33,455,U,180.0,xoroshiro128,16601.0,1
78,72,64,N,112.0,human,,0
32,339,120, ,196.0,pcg64,1581.0,1
85,55,202,U,144.0,human,,0
78,135,127,N,76.0,philox,2076.0,1
82,159,350,R,67.0,xoroshiro128,779.0,1
67,37,336,C,9.0,mersenne,10102.0,1
72,120,104,H,105.0,human,,0
73,362,619,I,309.0,pcg64,11992.0,1
77,88,362,M,304.0,philox,1750.0,1
82,130,1088,R,781.0,mersenne,14801.0,1
79,115,581,O,211.0,xoroshiro128,11591.0,1
73,169,130,I,290.0,pcg64,2519.0,1
83,284,34,S,256.0,xoroshiro128,10865.0,1
32,72,71, ,472.0,philox,9972.0,1
78,80,160,N,64.0,human,,0
82,221,34,R,14.0,philox,17955.0,1
84,370,90,T,67.0,pcg64,7680.0,1
32,11,170, ,370.0,philox,152.0,1
32,47,156, ,63.0,human,,0
65,338,222,A,62.0,philox,12101.0,1
65,80,88,A,168.0,human,,0
89,325,641,Y,560.0,xoroshiro128,2103.0,1
69,399,462,E,45.0,philox,12495.0,1
32,338,176, ,41.0,xoroshiro128,17695.0,1
66,140,605,B,348.0,philox,16283.0,1
32,157,399, ,205.0,pcg64,13937.0,1
71,72,796,G,481.0,mersenne,284.0,1
71,107,321,G,173.0,human,,0
76,59,270,L,298.0,pcg64,6081.0,1
66,230,229,B,99.0,pcg64,268.0,1
73,335,425,I,381.0,pcg64,1130.0,1
67,77,239,C,33.0,human,,0
32,394,586, ,279.0,pcg64,6824.0,1
84,307,422,T,65.0,mersenne,8212.0,1
73,337,292,I,391.0,philox,4180.0,1
73,340,395,I,265.0,philox,15090.0,1
65,101,617,A,4.0,xoroshiro128,5165.0,1
76,267,1006,L,376.0,mersenne,17157.0,1
67,312,258,C,45.0,philox,7661.0,1
83,96,152,S,0.0,human,,0
32,191,284, ,101.0,pcg64,2061.0,1
84,151,126,T,3.0,human,,0
69,64,112,E,32.0,human,,0
67,147,76,C,518.0,xoroshiro128,10613.0,1
84,133,47,T,231.0,xoroshiro128,17246.0,1
71,253,570,G,103.0,xoroshiro128,3132.0,1
82,234,496,R,209.0,xoroshiro128,18459.0,1
85,480,191,U,323.0,mersenne,17083.0,1
69,333,386,E,321.0,mersenne,12765.0,1
70,297,286,F,109.0,pcg64,849.0,1
70,306,501,F,219.0,philox,18096.0,1
67,335,1039,C,380.0,mersenne,14531.0,1
89,367,630,Y,106.0,philox,18713.0,1
69,53,178,E,506.0,pcg64,17998.0,1
84,266,617,T,225.0,pcg64,14822.0,1
79,37,336,O,9.0,mersenne,10006.0,1
72,137,83,H,94.0,pcg64,812.0,1
32,220,98, ,416.0,pcg64,14221.0,1
83,70,1124,S,975.0,mersenne,1644.0,1
84,132,278,T,208.0,pcg64,10487.0,1
84,156,997,T,532.0,mersenne,731.0,1
69,216,180,E,267.0,mersenne,16062.0,1
73,97,161,I,39.0,human,,0
67,187,551,C,298.0,pcg64,5255.0,1
69,375,325,E,265.0,xoroshiro128,5218.0,1
67,112,208,C,104.0,human,,0
67,36,92,C,118.0,mersenne,5216.0,1
65,394,300,A,419.0,mersenne,5189.0,1
73,60,113,I,72.0,human,,0
32,289,411, ,125.0,pcg64,11056.0,1
67,136,242,C,432.0,xoroshiro128,10286.0,1
76,128,454,L,148.0,xoroshiro128,3457.0,1
80,173,500,P,406.0,mersenne,4086.0,1
67,70,312,C,217.0,xoroshiro128,5139.0,1
83,344,94,S,284.0,xoroshiro128,601.0,1
79,85,60,O,70.0,xoroshiro128,18597.0,1
85,76,221,U,87.0,human,,0
69,23,222,E,84.0,philox,1188.0,1
32,119,268, ,132.0,pcg64,732.0,1
82,36,280,R,303.0,pcg64,14819.0,1
65,203,17,A,541.0,xoroshiro128,1988.0,1
79,143,375,O,194.0,pcg64,13713.0,1
100,105,671,[UNK],494.0,human,,0
83,112,128,S,200.0,human,,0
88,107,181,X,25.0,pcg64,10277.0,1
32,189,638, ,162.0,pcg64,396.0,1
66,254,178,B,799.0,mersenne,16007.0,1
67,269,513,C,34.0,xoroshiro128,17104.0,1
70,362,907,F,31.0,mersenne,1873.0,1
80,373,115,P,47.0,pcg64,3245.0,1
32,184,279, ,305.0,human,,0
32,106,512, ,9.0,pcg64,18125.0,1
32,40,459, ,329.0,xoroshiro128,2019.0,1
78,499,287,N,103.0,mersenne,17228.0,1
72,186,839,H,159.0,mersenne,2208.0,1
32,120,352, ,353.0,human,,0
32,52,250, ,81.0,human,,0
65,335,1113,A,211.0,mersenne,4053.0,1
66,39,196,B,99.0,xoroshiro128,18280.0,1
78,50,299,N,322.0,philox,1080.0,1
77,143,502,M,614.0,mersenne,15768.0,1
69,68,284,E,135.0,pcg64,6422.0,1
57,100,147,9,91.0,xoroshiro128,13408.0,1
79,256,752,O,181.0,mersenne,5221.0,1
79,230,646,O,4.0,pcg64,18289.0,1
69,349,473,E,122.0,philox,15527.0,1
32,78,234, ,78.0,human,,0
72,64,15,H,82.0,xoroshiro128,1975.0,1
32,176,541, ,44.0,pcg64,13820.0,1
72,236,685,H,514.0,mersenne,15036.0,1
32,170,45, ,274.0,pcg64,8559.0,1
65,80,1110,A,504.0,mersenne,9296.0,1
78,192,1155,N,700.0,mersenne,3551.0,1
71,87,272,G,54.0,xoroshiro128,15397.0,1
73,131,232,I,387.0,xoroshiro128,7642.0,1
83,79,246,S,6.0,pcg64,581.0,1
69,251,176,E,905.0,mersenne,18374.0,1
79,154,183,O,109.0,pcg64,8663.0,1
32,286,435, ,161.0,pcg64,18069.0,1
86,94,155,V,15.0,human,,0
49,10,295,1,295.0,xoroshiro128,16372.0,1
69,37,517,E,88.0,mersenne,10652.0,1
65,283,657,A,81.0,xoroshiro128,1328.0,1
79,29,260,O,737.0,mersenne,915.0,1
65,39,65,A,661.0,mersenne,14299.0,1
85,94,168,U,9.0,human,,0
68,245,239,D,111.0,philox,14514.0,1
71,156,197,G,14.0,human,,0
83,399,319,S,112.0,xoroshiro128,17323.0,1
67,182,217,C,217.0,pcg64,2337.0,1
84,69,10,T,600.0,pcg64,17110.0,1
69,275,273,E,139.0,pcg64,13545.0,1
69,283,530,E,139.0,pcg64,6086.0,1
65,188,540,A,48.0,philox,6943.0,1
67,357,326,C,225.0,pcg64,12232.0,1
65,76,467,A,362.0,xoroshiro128,11905.0,1
76,141,446,L,47.0,philox,6899.0,1
32,120,563, ,438.0,xoroshiro128,7931.0,1
78,325,104,N,46.0,xoroshiro128,9831.0,1
78,32,581,N,494.0,xoroshiro128,11390.0,1
83,383,134,S,557.0,philox,501.0,1
78,97,113,N,412.0,xoroshiro128,4860.0,1
32,219,10, ,435.0,pcg64,11011.0,1
68,94,138,D,405.0,human,,0
78,209,558,N,95.0,pcg64,16905.0,1
79,27,26,O,304.0,mersenne,407.0,1
84,286,73,T,467.0,xoroshiro128,2794.0,1
83,210,100,S,535.0,philox,2482.0,1
68,314,366,D,264.0,philox,11475.0,1
76,64,448,L,352.0,human,,0
32,307,1004, ,47.0,mersenne,3977.0,1
84,289,305,T,315.0,philox,452.0,1
85,280,538,U,528.0,xoroshiro128,9052.0,1
65,307,44,A,475.0,philox,10033.0,1
73,93,314,I,72.0,philox,11031.0,1
76,274,353,L,285.0,philox,9881.0,1
65,254,463,A,176.0,philox,6406.0,1
82,64,780,R,162.0,mersenne,2839.0,1
67,10,645,C,26.0,pcg64,12283.0,1
80,112,264,P,265.0,human,,0
78,83,113,N,11.0,human,,0
73,137,681,I,125.0,pcg64,10762.0,1
32,226,430, ,238.0,pcg64,4365.0,1
32,312,495, ,478.0,xoroshiro128,5636.0,1
78,319,316,N,323.0,pcg64,2821.0,1
79,140,609,O,442.0,xoroshiro128,4504.0,1
69,160,61,E,143.0,philox,13424.0,1
82,80,88,R,32.0,human,,0
84,310,497,T,179.0,xoroshiro128,18731.0,1
84,376,61,T,299.0,pcg64,15882.0,1
65,55,682,A,453.0,philox,11481.0,1
66,303,229,B,300.0,philox,690.0,1
73,87,245,I,26.0,human,,0
32,344,444, ,184.0,pcg64,10934.0,1
78,64,232,N,32.0,human,,0
82,393,96,R,436.0,xoroshiro128,18791.0,1
32,128,304, ,19.0,philox,5671.0,1
32,72,192, ,24.0,human,,0
73,348,608,I,223.0,mersenne,2967.0,1
69,302,686,E,674.0,philox,18408.0,1
76,263,479,L,225.0,xoroshiro128,1085.0,1
84,294,208,T,138.0,mersenne,9117.0,1
86,103,607,V,591.0,xoroshiro128,3224.0,1
83,68,79,S,9.0,pcg64,9142.0,1
65,96,-1,A,113.0,human,,0
82,275,422,R,158.0,philox,12023.0,1
67,124,218,C,86.0,philox,11999.0,1
69,38,92,E,174.0,xoroshiro128,10240.0,1
84,141,256,T,411.0,pcg64,3198.0,1
68,87,167,D,59.0,human,,0
83,113,180,S,135.0,human,,0
79,164,524,O,102.0,pcg64,5338.0,1
57,112,168,9,816.0,human,,0
32,313,766, ,443.0,mersenne,221.0,1
86,369,612,V,216.0,philox,4.0,1
73,199,545,I,421.0,pcg64,10972.0,1
84,366,88,T,125.0,xoroshiro128,9339.0,1
79,359,280,O,231.0,pcg64,14720.0,1
78,85,420,N,132.0,mersenne,2684.0,1
66,233,439,B,216.0,philox,606.0,1
69,369,123,E,41.0,pcg64,8943.0,1
56,306,397,8,277.0,philox,15637.0,1
67,94,72,C,9.0,philox,4004.0,1
77,372,169,M,518.0,philox,4858.0,1
68,240,545,D,391.0,pcg64,2168.0,1
68,327,422,D,23.0,philox,7638.0,1
65,41,571,A,415.0,xoroshiro128,16043.0,1
83,322,387,S,212.0,philox,90.0,1
76,18,988,L,134.0,mersenne,8212.0,1
65,317,269,A,40.0,pcg64,8883.0,1
72,83,253,H,32.0,pcg64,17329.0,1
68,246,317,D,11.0,philox,1053.0,1
65,194,96,A,47.0,human,,0
67,33,370,C,152.0,xoroshiro128,11089.0,1
76,329,148,L,91.0,philox,11715.0,1
73,255,419,I,147.0,xoroshiro128,6907.0,1
82,223,239,R,240.0,philox,18407.0,1
79,309,98,O,101.0,philox,11644.0,1
67,347,591,C,444.0,pcg64,7487.0,1
32,68,153, ,430.0,human,,0
65,146,214,A,101.0,xoroshiro128,2264.0,1
66,352,498,B,14.0,xoroshiro128,18295.0,1
67,111,647,C,39.0,mersenne,16590.0,1
82,144,1080,R,530.0,mersenne,14558.0,1
32,449,846, ,456.0,mersenne,5140.0,1
69,346,154,E,349.0,mersenne,6513.0,1
32,292,94, ,408.0,mersenne,8978.0,1
32,140,53, ,7.0,human,,0
73,61,295,I,164.0,xoroshiro128,937.0,1
65,146,202,A,61.0,human,,0
89,328,526,Y,15.0,philox,461.0,1
68,324,328,D,31.0,philox,16129.0,1
65,38,23,A,474.0,xoroshiro128,10394.0,1
76,380,312,L,276.0,pcg64,348.0,1
73,13,452,I,247.0,xoroshiro128,6288.0,1
84,340,113,T,922.0,mersenne,15834.0,1
84,251,157,T,67.0,mersenne,5563.0,1
82,79,395,R,309.0,philox,709.0,1
79,394,554,O,421.0,pcg64,7320.0,1
73,478,1070,I,788.0,mersenne,7862.0,1
69,75,743,E,469.0,mersenne,18689.0,1
82,203,484,R,316.0,xoroshiro128,14198.0,1
32,217,57, ,350.0,pcg64,18506.0,1
99,172,594,[UNK],141.0,human,,0
84,115,81,T,441.0,philox,16859.0,1
84,56,438,T,196.0,philox,2864.0,1
73,64,512,I,232.0,human,,0
84,328,442,T,266.0,pcg64,9168.0,1
73,264,257,I,3.0,xoroshiro128,12828.0,1
80,82,195,P,34.0,mersenne,16115.0,1
80,99,351,P,140.0,pcg64,18444.0,1
32,224,652, ,458.0,xoroshiro128,2667.0,1
96,61,157,[UNK],29.0,human,,0
66,436,221,B,155.0,mersenne,6913.0,1
85,284,306,U,66.0,xoroshiro128,18220.0,1
83,180,141,S,16.0,xoroshiro128,514.0,1
78,92,514,N,82.0,pcg64,12789.0,1
65,170,322,A,305.0,philox,13476.0,1
69,323,115,E,409.0,xoroshiro128,9142.0,1
85,68,167,U,59.0,human,,0
76,294,474,L,131.0,xoroshiro128,12696.0,1
65,383,687,A,421.0,philox,18419.0,1
69,46,629,E,591.0,philox,9185.0,1
79,501,930,O,213.0,mersenne,8511.0,1
70,63,562,F,499.0,human,,0
70,470,1140,F,150.0,mersenne,17672.0,1
80,89,630,P,58.0,xoroshiro128,17947.0,1
73,254,179,I,740.0,mersenne,4002.0,1
32,276,326, ,95.0,philox,2770.0,1
77,78,297,M,47.0,human,,0
73,209,427,I,592.0,mersenne,1859.0,1
32,392,819, ,642.0,mersenne,17383.0,1
82,100,677,R,339.0,xoroshiro128,1043.0,1
89,331,330,Y,49.0,philox,1062.0,1
65,123,160,A,554.0,human,,0
32,382,536, ,152.0,pcg64,13449.0,1
69,16,245,E,450.0,pcg64,3933.0,1
78,112,216,N,16.0,human,,0
79,311,309,O,272.0,philox,8653.0,1
67,397,44,C,567.0,xoroshiro128,12518.0,1
87,185,281,W,392.0,pcg64,18018.0,1
76,207,417,L,368.0,philox,17170.0,1
69,203,564,E,87.0,pcg64,18248.0,1
69,344,1004,E,902.0,mersenne,1134.0,1
87,213,490,W,308.0,pcg64,954.0,1
84,160,338,T,294.0,philox,1995.0,1
79,269,382,O,95.0,pcg64,7323.0,1
85,71,275,U,156.0,xoroshiro128,2970.0,1
82,60,90,R,65.0,human,,0
76,283,327,L,16.0,philox,10746.0,1
73,306,297,I,280.0,pcg64,559.0,1
32,113,779, ,178.0,mersenne,7710.0,1
73,115,585,I,534.0,mersenne,16612.0,1
73,325,339,I,317.0,mersenne,753.0,1
54,172,231,6,895.0,mersenne,16180.0,1
32,100,149, ,64.0,human,,0
77,236,356,M,241.0,philox,7823.0,1
68,114,650,D,146.0,pcg64,830.0,1
32,175,115, ,219.0,pcg64,16399.0,1
72,263,28,H,466.0,pcg64,17136.0,1
83,248,713,S,680.0,mersenne,7485.0,1
71,148,10,G,568.0,xoroshiro128,604.0,1
65,195,482,A,147.0,philox,204.0,1
79,338,212,O,568.0,mersenne,3288.0,1
79,151,481,O,372.0,philox,5560.0,1
73,217,138,I,462.0,pcg64,18379.0,1
83,49,101,S,38.0,human,,0
190,56,224,[UNK],576.0,human,,0
82,79,457,R,227.0,philox,2248.0,1
73,387,570,I,363.0,mersenne,11789.0,1
65,70,666,A,559.0,mersenne,8232.0,1
32,365,483, ,169.0,xoroshiro128,11043.0,1
68,365,82,D,24.0,pcg64,18183.0,1
79,332,181,O,113.0,philox,14145.0,1
84,85,282,T,136.0,pcg64,18316.0,1
79,88,96,O,24.0,human,,0
54,0,144,6,135.0,human,,0
8,57,176,[BACKSPACE],40.0,human,,0
83,258,285,S,243.0,philox,660.0,1
80,132,78,P,99.0,xoroshiro128,15614.0,1
73,308,285,I,270.0,philox,11616.0,1
32,120,64, ,16.0,human,,0
84,76,55,T,133.0,human,,0
66,164,907,B,268.0,mersenne,14778.0,1
73,69,469,I,35.0,xoroshiro128,14692.0,1
8,71,415,[BACKSPACE],122.0,human,,0
69,138,352,E,318.0,philox,10416.0,1
69,183,82,E,37.0,human,,0
82,119,58,R,37.0,human,,0
32,29,561, ,183.0,pcg64,15855.0,1
78,236,285,N,229.0,xoroshiro128,1532.0,1
32,12,26, ,143.0,philox,11056.0,1
83,104,99,S,157.0,pcg64,3038.0,1
78,164,313,N,694.0,mersenne,18049.0,1
83,118,841,S,618.0,mersenne,1368.0,1
66,363,391,B,231.0,philox,14851.0,1
73,484,1002,I,740.0,mersenne,10528.0,1
79,115,594,O,34.0,pcg64,4966.0,1
32,367,491, ,454.0,xoroshiro128,2925.0,1
79,184,631,O,40.0,philox,36.0,1
73,280,1001,I,744.0,mersenne,5190.0,1
67,102,237,C,364.0,mersenne,8957.0,1
65,30,388,A,234.0,mersenne,16706.0,1
73,378,352,I,161.0,philox,17703.0,1
73,56,248,I,104.0,human,,0
56,194,561,8,56.0,pcg64,6873.0,1
78,224,201,N,24.0,pcg64,8472.0,1
20,112,864,[UNK],592.0,human,,0
76,252,421,L,246.0,xoroshiro128,1930.0,1
32,123,49, ,177.0,xoroshiro128,18526.0,1
76,188,107,L,233.0,philox,6573.0,1
73,262,678,I,605.0,xoroshiro128,118.0,1
70,89,159,F,73.0,human,,0
82,319,600,R,333.0,xoroshiro128,3747.0,1
78,388,188,N,577.0,mersenne,3734.0,1
32,69,163, ,127.0,philox,11524.0,1
85,67,529,U,387.0,xoroshiro128,15474.0,1
84,118,649,T,111.0,pcg64,18406.0,1
78,33,42,N,566.0,philox,1210.0,1
69,18,55,E,287.0,philox,232.0,1
72,250,452,H,263.0,xoroshiro128,2249.0,1
32,239,332, ,211.0,xoroshiro128,2163.0,1
77,324,478,M,435.0,mersenne,15571.0,1
69,165,410,E,382.0,pcg64,1762.0,1
71,35,401,G,47.0,xoroshiro128,16482.0,1
32,32,426, ,461.0,mersenne,5722.0,1
76,234,29,L,598.0,philox,17210.0,1
76,381,890,L,472.0,mersenne,11695.0,1
65,182,16,A,105.0,pcg64,17046.0,1
71,86,171,G,5.0,mersenne,848.0,1
67,168,274,C,340.0,xoroshiro128,3348.0,1
69,128,108,E,945.0,mersenne,4039.0,1
83,103,244,S,8.0,human,,0
84,124,40,T,18.0,human,,0
8,48,142,[BACKSPACE],3.0,human,,0
84,388,334,T,20.0,pcg64,1678.0,1
82,35,66,R,316.0,pcg64,3706.0,1
72,177,402,H,174.0,pcg64,16715.0,1
65,382,189,A,15.0,xoroshiro128,12123.0,1
83,377,424,S,184.0,philox,10573.0,1
82,169,374,R,30.0,pcg64,15675.0,1
79,12,419,O,14.0,pcg64,15619.0,1
79,186,368,O,292.0,xoroshiro128,16385.0,1
85,97,511,U,486.0,philox,3657.0,1
65,55,679,A,122.0,philox,4317.0,1
69,224,535,E,157.0,xoroshiro128,1061.0,1
32,113,694, ,514.0,pcg64,4179.0,1
73,488,615,I,221.0,mersenne,5225.0,1
69,101,110,E,506.0,philox,13159.0,1
68,142,156,D,144.0,philox,6540.0,1
69,56,160,E,72.0,human,,0
84,242,497,T,267.0,pcg64,17249.0,1
79,124,500,O,454.0,philox,4506.0,1
78,100,381,N,216.0,xoroshiro128,16746.0,1
160,0,31,[UNK],483.0,human,,0
32,369,82, ,58.0,xoroshiro128,634.0,1
68,482,574,D,211.0,mersenne,9812.0,1
79,364,351,O,27.0,xoroshiro128,8824.0,1
32,170,262, ,151.0,xoroshiro128,15525.0,1
72,135,120,H,17.0,human,,0
82,239,82,R,368.0,philox,18197.0,1
66,368,47,B,146.0,philox,4011.0,1
82,212,46,R,140.0,pcg64,7911.0,1
107,83,329,[UNK],436.0,human,,0
73,209,177,I,393.0,philox,10126.0,1
84,192,511,T,225.0,mersenne,11374.0,1
78,339,120,N,196.0,pcg64,1813.0,1
72,66,310,H,189.0,pcg64,9101.0,1
32,56,184, ,185.0,human,,0
69,46,503,E,85.0,philox,17699.0,1
96,88,232,[UNK],464.0,human,,0
32,455,1048, ,0.0,mersenne,18785.0,1
69,45,781,E,340.0,mersenne,679.0,1
82,50,299,R,322.0,philox,909.0,1
73,62,1016,I,1016.0,human,,0
65,206,23,A,411.0,philox,627.0,1
83,339,274,S,315.0,philox,12373.0,1
88,117,266,X,322.0,xoroshiro128,7286.0,1
69,72,112,E,152.0,human,,0
68,16,33,D,264.0,mersenne,2459.0,1
84,301,41,T,240.0,philox,1344.0,1
65,95,610,A,204.0,xoroshiro128,1040.0,1
79,212,300,O,225.0,philox,8619.0,1
78,99,385,N,82.0,xoroshiro128,537.0,1
69,72,200,E,8.0,human,,0
78,280,302,N,102.0,philox,14346.0,1
32,5,268, ,100.0,human,,0
40,112,1136,[UNK],1008.0,human,,0
88,23,409,X,182.0,mersenne,17712.0,1
77,205,196,M,349.0,xoroshiro128,13840.0,1
69,67,93,E,511.0,pcg64,7672.0,1
68,322,530,D,472.0,philox,427.0,1
73,113,615,I,463.0,xoroshiro128,1301.0,1
70,284,644,F,488.0,xoroshiro128,1759.0,1
73,245,649,I,197.0,pcg64,11614.0,1
32,62,351, ,201.0,mersenne,5219.0,1
76,389,146,L,46.0,xoroshiro128,232.0,1
65,382,195,A,177.0,mersenne,18051.0,1
67,283,217,C,172.0,pcg64,14469.0,1
32,238,725, ,224.0,mersenne,5309.0,1
65,394,500,A,11.0,pcg64,9550.0,1
65,259,1012,A,767.0,mersenne,902.0,1
69,120,112,E,32.0,human,,0
84,52,96,T,95.0,human,,0
70,250,559,F,268.0,pcg64,18342.0,1
69,70,165,E,486.0,xoroshiro128,702.0,1
78,160,144,N,16.0,human,,0
84,55,235,T,139.0,human,,0
32,85,338, ,101.0,pcg64,10576.0,1
69,140,266,E,267.0,human,,0
79,408,928,O,101.0,mersenne,14586.0,1
73,197,191,I,82.0,philox,10999.0,1
76,252,328,L,127.0,pcg64,15367.0,1
90,60,64,Z,232.0,pcg64,1409.0,1
65,360,665,A,80.0,philox,1793.0,1
32,96,183, ,127.0,human,,0
32,86,200, ,33.0,human,,0
73,117,94,I,68.0,human,,0
32,398,312, ,350.0,philox,1036.0,1
72,395,1087,H,143.0,mersenne,2578.0,1
79,24,20,O,456.0,xoroshiro128,12929.0,1
74,31,190,J,317.0,xoroshiro128,18334.0,1
84,263,470,T,332.0,xoroshiro128,13798.0,1
160,593,31,[UNK],0.0,human,,0
67,212,519,C,238.0,pcg64,8943.0,1
39,93,187,[UNK],32.0,human,,0
65,161,167,A,305.0,philox,8727.0,1
73,254,493,I,91.0,philox,6355.0,1
73,399,543,I,203.0,pcg64,11783.0,1
32,59,35, ,321.0,philox,8980.0,1
83,224,468,S,610.0,mersenne,7894.0,1
73,171,516,I,399.0,pcg64,18754.0,1
84,383,371,T,275.0,pcg64,14450.0,1
73,489,379,I,555.0,mersenne,7140.0,1
68,201,159,D,26.0,human,,0
82,81,357,R,286.0,xoroshiro128,6444.0,1
